startDate,approve,disapprove
2022-09-27,44.0,49.0
2022-09-26,46.4,53.6
2022-09-27,46.0,53.0
2022-09-27,45.0,54.0
2022-09-27,44.0,54.0
2022-09-21,43.0,49.0
2022-09-23,39.0,53.0
2022-09-25,39.7,55.2
2022-09-24,40.87,50.1
2022-09-26,41.16,52.84
2022-09-22,44.0,54.0
2022-09-24,45.0,54.0
2022-09-20,43.0,51.0
2022-09-22,42.0,56.0
2022-09-24,43.0,54.0
2022-09-21,38.0,54.0
2022-09-20,36.0,51.0
2022-09-23,41.0,56.0
2022-09-23,45.0,52.0
2022-09-17,43.0,50.0
2022-09-22,40.0,46.0
2022-09-21,46.0,53.0
2022-09-21,45.0,55.0
2022-09-21,40.3,52.4
2022-09-17,48.0,50.0
2022-09-20,46.0,52.0
2022-09-18,39.0,53.0
2022-09-20,41.0,54.0
2022-09-20,45.4,49.3
2022-09-19,45.0,53.0
2022-09-18,46.0,53.0
2022-09-14,44.0,50.0
2022-09-17,41.0,53.0
2022-09-17,41.15,50.73
2022-09-19,39.06,56.57
2022-09-16,41.0,51.0
2022-09-16,45.0,54.0
2022-09-16,42.0,55.0
2022-09-16,46.0,52.0
2022-09-14,43.0,54.0
2022-09-15,46.0,52.0
2022-09-15,40.0,58.0
2022-09-11,44.0,49.0
2022-09-15,47.0,52.0
2022-09-01,42.0,56.0
2022-09-13,41.0,56.0
2022-09-09,45.0,55.0
2022-09-14,37.0,46.0
2022-09-08,44.0,50.0
2022-09-07,45.0,55.0
2022-09-12,47.0,52.0
2022-09-06,42.0,53.0
2022-08-11,35.0,44.0
2022-09-09,45.0,52.0
2022-09-10,40.31,52.18
2022-09-11,44.0,54.0
2022-09-12,39.37,54.27
2022-09-06,43.0,48.0
2022-09-07,41.0,54.0
2022-09-09,45.0,53.0
2022-09-09,43.0,56.0
2022-09-01,39.0,57.0
2022-09-09,40.0,51.0
2022-09-08,44.0,55.0
2022-09-05,43.0,51.0
2022-09-09,43.0,55.0
2022-09-09,46.0,53.0
2022-09-08,40.0,55.0
2022-09-08,46.0,50.0
2022-09-08,41.0,55.0
2022-09-08,43.0,54.0
2022-09-07,44.0,51.0
2022-09-07,39.3,54.8
2022-09-07,46.0,48.0
2022-09-07,39.9,53.2
2022-09-06,46.0,49.0
2022-09-06,38.0,55.0
2022-09-02,42.0,51.0
2022-09-06,46.0,53.0
2022-09-07,41.0,54.0
2022-09-06,45.0,53.0
2022-08-31,47.0,52.0
2022-09-06,39.42,56.81
2022-09-03,41.0,51.0
2022-09-02,40.0,52.0
2022-09-02,35.0,53.0
2022-09-03,45.0,54.0
2022-08-30,42.0,51.0
2022-09-01,45.0,53.0
2022-09-02,41.0,57.0
2022-09-01,37.0,58.0
2022-08-27,43.0,51.0
2022-08-31,45.0,54.0
2022-08-29,41.0,54.0
2022-09-01,45.1,53.8
2022-08-01,39.0,55.0
2022-08-01,41.0,57.0
2022-08-26,42.0,56.0
2022-08-29,44.0,54.0
2022-08-28,46.0,53.0
2022-08-24,43.0,51.0
2022-08-28,41.0,50.0
2022-08-29,38.29,57.54
2022-08-25,40.0,52.0
2022-08-27,43.0,52.0
2022-08-28,39.0,47.0
2022-08-26,43.0,55.0
2022-08-24,45.0,53.0
2022-08-25,46.0,53.0
2022-08-21,42.0,52.0
2022-08-24,45.0,55.0
2022-08-24,44.0,49.2
2022-08-17,45.0,54.0
2022-08-22,44.0,55.0
2022-08-18,41.0,52.0
2022-08-20,43.0,55.0
2022-08-23,41.5,50.8
2022-08-01,44.0,53.0
2022-08-21,38.9,57.6
2022-08-22,42.96,57.04
2022-08-22,41.33,54.12
2022-08-21,45.0,54.0
2022-08-20,41.0,51.0
2022-08-19,46.0,53.0
2022-08-18,40.0,53.0
2022-08-19,45.0,54.0
2022-08-15,41.0,52.0
2022-08-19,43.0,55.0
2022-08-17,37.0,57.0
2022-08-16,44.0,55.0
2022-08-12,41.0,52.0
2022-08-15,38.0,57.0
2022-08-16,44.0,54.0
2022-08-11,41.0,54.0
2022-08-16,43.0,52.0
2022-08-17,39.0,44.0
2022-08-12,42.0,55.0
2022-08-15,38.44,57.02
2022-08-13,41.88,50.23
2022-08-13,44.0,54.0
2022-08-09,41.0,52.0
2022-08-11,43.0,55.0
2022-08-01,37.0,60.0
2022-08-11,42.0,56.0
2022-08-12,42.0,56.0
2022-08-10,44.0,55.0
2022-08-06,40.0,53.0
2022-08-10,38.3,52.5
2022-08-10,42.0,56.0
2022-08-08,45.0,54.0
2022-08-06,42.0,58.0
2022-08-03,40.0,53.0
2022-08-07,38.0,55.0
2022-08-08,39.62,54.69
2022-08-05,42.0,54.0
2022-08-06,41.0,57.0
2022-08-05,41.0,57.0
2022-08-05,39.0,59.0
2022-08-03,45.0,54.0
2022-08-04,42.0,54.2
2022-08-02,39.0,53.0
2022-07-27,38.0,54.0
2022-07-31,43.0,54.0
2022-08-01,37.99,57.43
2022-07-30,38.0,54.0
2022-07-31,38.0,60.0
2022-07-28,38.0,56.0
2022-07-28,41.0,57.0
2022-07-28,35.0,56.0
2022-07-01,36.0,57.0
2022-07-01,38.0,60.0
2022-07-30,40.0,58.0
2022-07-30,40.0,57.0
2022-07-30,39.0,56.0
2022-07-29,39.0,59.0
2022-07-27,39.1,54.4
2022-07-27,42.0,58.0
2022-07-28,35.0,47.0
2022-07-27,38.0,57.0
2022-07-26,44.0,54.0
2022-07-05,38.0,59.0
2022-07-20,39.0,54.0
2022-07-23,38.0,54.0
2022-07-25,36.6,58.35
2022-07-22,39.0,55.6
2022-07-21,41.0,57.0
2022-07-23,41.0,56.0
2022-07-22,42.83,57.17
2022-07-21,39.3,59.7
2022-07-23,36.0,54.0
2022-07-22,37.0,59.0
2022-07-19,39.0,55.0
2022-07-16,42.0,55.0
2022-07-18,42.9,55.7
2022-07-19,39.9,53.1
2022-07-17,36.0,58.0
2022-07-18,36.0,61.0
2022-07-13,38.0,55.0
2022-07-16,37.0,54.0
2022-07-18,36.26,58.6
2022-07-14,43.0,55.0
2022-07-15,41.0,57.0
2022-07-14,31.0,60.0
2022-07-16,38.0,56.0
2022-07-16,39.0,57.0
2022-07-14,36.0,62.0
2022-07-11,36.0,57.0
2022-07-15,38.0,58.0
2022-07-13,42.0,57.0
2022-07-08,42.0,58.0
2022-07-13,38.9,53.2
2022-06-13,38.0,62.0
2022-07-10,40.0,59.0
2022-07-05,36.0,64.0
2022-07-06,38.0,54.0
2022-07-10,42.0,56.0
2022-07-11,39.04,55.28
2022-07-08,38.0,55.0
2022-07-09,37.0,55.0
2022-07-05,43.0,57.0
2022-07-08,40.0,58.0
2022-07-07,36.0,57.0
2022-07-08,40.0,58.0
2022-07-09,32.0,45.0
2022-07-07,40.0,57.0
2022-07-06,40.0,49.0
2022-07-05,33.0,60.0
2022-07-05,37.0,61.0
2022-07-05,37.0,58.0
2022-07-05,35.88,58.95
2022-06-29,38.0,55.0
2022-07-02,38.0,52.0
2022-06-27,37.0,62.0
2022-07-01,39.0,58.0
2022-06-30,41.0,57.0
2022-07-01,39.2,53.0
2022-06-30,37.0,58.0
2022-06-01,38.0,55.0
2022-06-01,39.0,59.0
2022-06-26,39.0,53.0
2022-06-29,37.0,57.0
2022-06-28,40.0,57.0
2022-06-29,38.0,57.0
2022-06-28,41.0,58.0
2022-06-28,39.5,53.2
2022-06-22,38.0,55.0
2022-06-25,36.0,55.0
2022-06-27,38.45,56.68
2022-06-25,43.0,52.0
2022-06-22,43.0,57.0
2022-06-23,36.0,58.0
2022-06-23,40.0,58.0
2022-06-23,39.0,60.0
2022-06-23,40.0,58.0
2022-06-24,38.0,54.0
2022-06-24,39.0,60.0
2022-06-24,39.0,58.0
2022-06-23,40.0,58.0
2022-06-23,41.0,56.0
2022-06-24,43.0,55.0
2022-06-24,40.0,53.0
2022-06-17,45.0,53.0
2022-06-22,38.0,58.0
2022-06-22,41.0,59.0
2022-06-18,40.0,55.0
2022-06-20,35.1,59.7
2022-06-17,41.0,57.0
2022-06-20,40.0,59.0
2022-06-21,36.04,58.46
2022-06-20,42.48,57.53
2022-06-15,40.0,53.0
2022-06-18,40.0,52.0
2022-06-16,42.0,54.0
2022-06-01,41.0,57.0
2022-06-17,33.0,57.0
2022-06-17,42.0,56.0
2022-06-17,41.0,57.0
2022-06-17,40.0,55.0
2022-06-13,41.0,57.0
2022-06-15,41.0,58.0
2022-06-16,41.5,57.0
2022-06-15,40.0,55.0
2022-06-15,36.6,53.9
2022-06-14,39.0,56.0
2022-06-15,35.0,43.0
2022-06-12,38.8,57.1
2022-06-08,38.0,54.0
2022-06-12,40.0,58.0
2022-06-11,41.0,51.0
2022-06-13,38.75,55.72
2022-06-09,40.0,57.0
2022-06-10,39.0,56.0
2022-06-10,43.0,57.0
2022-06-10,41.0,57.0
2022-06-10,40.0,56.0
2022-06-08,37.0,49.0
2022-06-07,39.0,59.0
2022-06-01,39.0,53.0
2022-06-04,41.0,50.0
2022-06-06,40.8,56.48
2022-05-31,38.0,53.0
2022-06-03,33.0,55.0
2022-06-02,41.0,57.0
2022-06-04,39.0,55.0
2022-06-04,39.0,58.0
2022-06-01,40.0,51.6
2022-05-25,42.0,56.0
2022-05-30,41.0,57.0
2022-05-31,42.32,51.97
2022-05-01,41.0,53.0
2022-05-01,41.0,57.0
2022-05-25,40.0,53.0
2022-05-28,41.0,49.0
2022-05-30,39.0,43.0
2022-05-27,43.0,54.0
2022-05-27,42.0,53.0
2022-05-28,41.0,57.0
2022-05-25,43.0,55.0
2022-05-26,44.0,52.0
2022-05-25,41.0,51.0
2022-05-24,40.0,56.0
2022-05-24,37.6,52.0
2022-05-25,42.0,56.0
2022-05-23,43.0,49.4
2022-05-18,40.0,52.0
2022-05-22,43.0,56.0
2022-05-21,42.0,49.0
2022-05-23,36.41,59.31
2022-05-19,42.0,56.0
2022-05-20,44.0,54.0
2022-05-02,41.0,54.0
2022-05-19,42.0,53.0
2022-05-20,42.0,56.0
2022-05-18,38.1,52.2
2022-05-17,39.0,55.0
2022-05-18,44.0,56.0
2022-05-17,44.0,52.0
2022-05-11,42.0,58.0
2022-05-09,42.0,57.0
2022-05-18,41.0,55.0
2022-05-18,42.75,57.25
2022-05-17,40.0,58.0
2022-05-17,39.0,47.0
2022-05-11,41.0,51.0
2022-05-15,41.0,50.0
2022-05-16,42.19,50.38
2022-05-12,39.0,60.0
2022-05-14,41.0,56.0
2022-05-12,35.0,57.0
2022-05-13,44.0,54.0
2022-05-16,43.0,55.0
2022-05-12,44.0,55.0
2022-05-12,44.0,51.0
2022-05-12,42.0,52.0
2022-05-12,42.0,54.0
2022-05-13,43.2,55.2
2022-05-13,43.0,55.0
2022-05-09,45.0,55.0
2022-05-09,39.0,56.0
2022-05-09,40.0,58.0
2022-05-05,39.0,56.0
2022-05-04,41.0,51.0
2022-05-08,41.0,50.0
2022-05-09,42.39,50.39
2022-05-05,38.0,55.0
2022-05-05,38.0,57.0
2022-05-05,44.0,53.0
2022-05-06,42.0,55.0
2022-05-04,43.0,52.0
2022-05-04,43.0,55.0
2022-05-03,42.0,49.0
2022-05-04,42.2,48.7
2022-05-04,39.0,47.0
2022-05-03,40.0,52.0
2022-05-03,42.0,53.0
2022-04-30,41.0,54.0
2022-04-27,41.0,51.0
2022-05-01,42.0,56.0
2022-04-30,42.0,50.0
2022-05-03,44.0,54.0
2022-05-02,44.35,49.6
2022-04-28,42.0,55.0
2022-04-29,41.0,55.0
2022-05-01,39.0,47.0
2022-04-28,41.0,59.0
2022-04-28,45.0,53.0
2022-04-29,43.0,55.0
2022-04-01,41.0,53.0
2022-04-01,42.0,56.0
2022-04-24,38.0,49.0
2022-04-26,44.0,49.0
2022-04-24,42.0,52.0
2022-04-26,42.0,55.0
2022-04-19,39.0,54.0
2022-04-26,41.0,49.0
2022-04-22,41.0,57.0
2022-04-19,41.0,51.0
2022-04-25,41.7,49.7
2022-04-20,40.0,51.0
2022-04-25,42.15,53.47
2022-04-22,42.0,55.0
2022-04-21,38.0,52.0
2022-04-22,42.0,55.0
2022-04-21,41.0,58.0
2022-04-20,42.0,52.0
2022-04-21,42.0,53.0
2022-04-21,43.0,54.0
2022-04-20,40.6,49.6
2022-04-19,42.0,51.0
2022-04-19,42.0,53.0
2022-04-20,41.0,54.0
2022-04-19,39.0,55.0
2022-04-18,44.0,54.0
2022-04-18,39.6,55.3
2022-04-18,39.0,54.0
2022-04-18,43.0,56.0
2022-04-12,52.0,48.0
2022-04-01,41.0,56.0
2022-04-13,40.0,52.0
2022-04-16,41.0,49.0
2022-04-18,43.27,51.32
2022-04-15,44.6,53.7
2022-04-14,45.0,54.0
2022-04-12,44.0,56.0
2022-04-18,38.0,47.0
2022-04-14,46.0,52.0
2022-04-17,47.4,52.6
2022-04-15,45.0,52.0
2022-04-15,43.0,52.0
2022-04-13,44.0,54.0
2022-04-14,41.0,55.0
2022-04-14,43.0,54.0
2022-04-13,43.0,53.0
2022-04-12,43.0,51.0
2022-04-06,42.0,50.0
2022-04-09,44.0,48.0
2022-04-10,41.0,58.0
2022-04-11,40.76,53.2
2022-04-09,40.0,54.0
2022-04-09,42.0,55.0
2022-04-07,33.0,54.0
2022-04-08,41.0,55.0
2022-04-08,40.0,53.0
2022-04-07,38.0,53.0
2022-04-07,40.0,55.0
2022-04-06,39.2,51.5
2022-04-06,42.0,43.0
2022-04-05,42.0,58.0
2022-04-05,41.0,57.0
2022-04-05,43.0,51.0
2022-03-30,44.0,48.0
2022-04-02,40.0,50.0
2022-04-04,45.11,50.15
2022-04-01,44.0,54.0
2022-03-31,45.0,52.0
2022-03-31,38.0,53.0
2022-03-31,39.0,53.0
2022-03-31,42.0,56.0
2022-04-01,42.0,55.0
2022-04-01,39.0,53.0
2022-03-31,43.0,53.0
2022-04-03,39.0,48.0
2022-03-31,41.0,53.0
2022-03-01,45.0,50.0
2022-03-01,43.0,55.0
2022-03-29,42.0,55.0
2022-03-25,44.0,53.0
2022-03-30,40.0,54.0
2022-03-29,40.0,56.0
2022-03-28,42.0,57.0
2022-03-22,39.0,54.0
2022-03-23,42.0,50.0
2022-03-26,43.0,49.0
2022-03-28,41.99,52.04
2022-03-24,36.0,55.0
2022-03-25,42.0,53.0
2022-03-25,43.3,48.6
2022-03-25,42.0,52.0
2022-03-25,42.0,54.0
2022-03-23,43.0,56.0
2022-03-25,37.0,56.0
2022-03-23,45.0,52.0
2022-03-14,44.0,55.0
2022-03-23,39.0,55.0
2022-03-18,40.0,55.0
2022-03-17,41.0,57.0
2022-03-21,44.03,55.97
2022-03-16,41.0,50.0
2022-03-20,42.0,57.0
2022-03-19,43.0,48.0
2022-03-21,39.96,54.43
2022-03-11,42.67,57.33
2022-03-18,38.0,56.0
2022-03-15,43.0,57.0
2022-03-17,43.0,56.0
2022-03-18,45.0,54.0
2022-03-18,45.0,53.0
2022-03-18,42.0,55.0
2022-03-17,44.0,52.0
2022-03-18,47.0,51.0
2022-03-20,39.0,45.0
2022-03-15,34.0,52.0
2022-03-18,42.7,48.6
2022-03-17,45.0,51.0
2022-03-01,42.0,54.0
2022-03-15,41.0,54.0
2022-03-14,43.0,53.0
2022-03-15,38.0,60.0
2022-03-09,41.0,51.0
2022-03-12,40.0,51.0
2022-03-14,42.66,53.46
2022-03-12,44.0,48.0
2022-03-06,41.0,54.0
2022-03-10,39.0,54.0
2022-03-11,40.0,54.0
2022-03-10,38.0,53.0
2022-03-11,41.0,56.0
2022-03-10,41.0,53.0
2022-03-10,42.0,56.0
2022-03-07,43.0,55.0
2022-02-28,44.8,53.0
2022-03-09,38.3,52.0
2022-03-08,43.0,57.0
2022-03-02,45.0,54.0
2022-03-02,45.0,54.0
2022-03-08,41.8,52.4
2022-03-07,39.0,60.0
2022-03-03,47.0,42.0
2022-03-07,42.0,54.0
2022-03-08,37.0,47.0
2022-03-02,42.0,50.0
2022-03-05,41.0,48.0
2022-03-07,44.92,48.7
2022-03-05,46.0,51.0
2022-03-04,46.0,51.0
2022-03-02,42.0,57.0
2022-03-03,45.0,53.0
2022-03-04,48.0,49.0
2022-03-04,45.0,51.0
2022-03-04,38.0,51.0
2022-03-02,44.0,54.0
2022-03-03,45.0,50.0
2022-03-02,39.0,47.0
2022-03-01,47.0,48.0
2022-03-01,47.0,50.0
2022-02-23,42.0,50.0
2022-02-26,42.0,47.0
2022-02-27,42.0,56.0
2022-02-28,42.59,54.06
2022-02-01,41.0,53.0
2022-02-01,43.0,54.0
2022-02-24,44.0,56.0
2022-02-26,42.0,54.0
2022-02-25,37.0,52.0
2022-02-25,41.0,56.0
2022-02-24,41.0,53.0
2022-02-26,44.0,54.0
2022-02-23,38.9,50.1
2022-02-24,41.0,55.0
2022-02-23,42.8,57.2
2022-02-20,37.0,55.0
2022-02-23,38.0,55.0
2022-02-24,47.0,51.0
2022-02-22,40.0,58.0
2022-02-19,44.0,51.0
2022-02-19,44.0,53.0
2022-02-23,39.0,41.0
2022-02-22,43.07,53.07
2022-02-17,43.0,55.0
2022-02-19,43.0,56.0
2022-02-16,41.0,57.0
2022-02-16,42.0,50.0
2022-02-19,41.0,49.0
2022-02-15,39.0,55.0
2022-02-18,44.0,55.0
2022-02-19,45.0,53.0
2022-02-17,46.0,53.0
2022-02-19,44.0,53.0
2022-02-18,44.0,52.0
2022-02-16,39.4,56.6
2022-02-19,45.0,51.0
2022-02-17,44.0,52.0
2022-02-19,42.0,49.7
2022-02-15,43.0,57.0
2022-02-10,41.0,53.0
2022-02-01,41.0,55.0
2022-02-15,43.0,47.0
2022-02-13,39.1,58.2
2022-02-14,41.0,58.0
2022-02-09,41.0,50.0
2022-02-12,39.0,50.0
2022-02-14,44.26,50.81
2022-02-10,35.0,55.0
2022-02-12,42.0,52.0
2022-02-12,43.0,53.0
2022-02-09,42.0,57.0
2022-02-09,41.4,50.0
2022-02-08,44.0,56.0
2022-02-09,44.0,51.0
2022-02-03,42.0,52.0
2022-02-04,43.0,54.0
2022-02-02,41.0,51.0
2022-02-05,39.0,50.0
2022-02-06,40.0,58.0
2022-02-07,43.18,50.65
2022-01-31,45.0,52.0
2022-02-03,43.0,55.0
2022-02-03,42.0,51.0
2022-02-01,44.0,53.0
2022-02-07,43.0,55.0
2022-02-04,45.0,51.0
2022-02-06,38.0,48.0
2022-01-10,41.0,58.0
2022-02-04,42.0,55.0
2022-02-05,41.0,55.0
2022-02-02,38.0,48.0
2022-02-01,43.0,55.0
2022-02-02,40.6,56.29
2022-02-01,42.0,52.0
2022-01-26,41.0,51.0
2022-01-29,42.0,49.0
2022-01-01,41.0,52.0
2022-01-01,44.0,54.0
2022-01-27,39.0,59.0
2022-01-28,43.0,54.0
2022-01-28,40.0,49.0
2022-01-26,40.4,53.4
2022-01-26,45.32,50.48
2022-01-24,42.0,57.0
2022-01-19,42.0,50.0
2022-01-22,38.0,51.0
2022-01-20,44.0,56.0
2022-01-21,44.3,49.0
2022-01-20,40.0,53.0
2022-01-20,46.0,52.0
2022-01-20,39.0,54.0
2022-01-17,45.0,53.0
2022-01-21,41.0,56.0
2022-01-22,41.0,53.0
2022-01-23,41.0,56.0
2022-01-21,42.0,56.0
2022-01-22,43.0,50.0
2022-01-21,46.0,52.0
2022-01-22,42.0,55.0
2022-01-21,40.0,59.0
2022-01-19,40.0,59.0
2022-01-10,46.0,53.0
2022-01-19,39.0,53.0
2022-01-17,43.0,53.0
2022-01-19,43.27,51.55
2022-01-18,42.0,52.0
2022-01-16,47.0,52.0
2022-01-14,43.0,54.0
2022-01-13,43.0,56.0
2022-01-12,43.0,49.0
2022-01-13,41.0,57.0
2022-01-16,41.0,58.0
2022-01-15,39.0,51.0
2022-01-10,41.0,56.0
2022-01-14,45.0,52.0
2022-01-14,43.0,52.0
2022-01-14,41.0,52.0
2022-01-15,40.0,56.0
2022-01-03,40.0,56.0
2022-01-14,44.0,49.0
2022-01-14,44.0,51.0
2022-01-13,44.0,50.0
2022-01-12,38.7,59.2
2022-01-12,42.6,48.7
2022-01-13,40.0,55.0
2022-01-12,44.0,50.0
2022-01-12,44.0,56.0
2022-01-11,38.0,60.0
2022-01-12,44.75,49.55
2022-01-11,40.0,53.0
2022-01-05,43.0,49.0
2022-01-08,42.0,50.0
2022-01-10,42.1,57.7
2022-01-06,47.0,51.0
2022-01-07,33.0,53.0
2022-01-06,40.0,59.0
2022-01-08,45.0,49.0
2022-01-08,39.0,44.0
2022-01-08,43.0,51.0
2022-01-08,43.0,51.0
2022-01-05,44.0,45.0
2022-01-06,41.0,52.0
2022-01-05,45.15,50.55
2022-01-05,43.0,50.0
2022-01-03,43.0,57.0
2022-01-02,46.0,44.0
2022-01-03,42.0,50.0
2021-12-29,42.0,50.0
2022-01-02,40.0,50.0
2021-12-29,40.0,59.0
2021-12-01,36.0,56.0
2021-12-01,44.0,54.0
2021-12-25,43.0,49.0
2021-12-27,40.2,54.3
2021-12-28,42.0,57.0
2021-12-28,43.0,54.0
2021-12-22,41.0,58.0
2021-12-18,45.0,48.0
2021-12-21,49.7,48.4
2021-12-21,41.0,53.0
2021-12-18,40.4,55.9
2021-12-19,42.0,57.0
2021-12-19,39.0,49.0
2021-12-14,41.0,53.0
2021-12-17,44.0,56.0
2021-12-18,44.0,52.0
2021-12-17,46.0,49.0
2021-12-18,43.0,53.0
2021-12-17,47.0,50.0
2021-12-17,41.0,58.0
2021-12-18,41.0,44.0
2021-12-11,44.0,48.0
2021-12-13,48.0,48.0
2021-12-16,41.0,53.0
2021-12-17,46.3,52.1
2021-12-15,48.0,46.0
2021-12-01,43.0,51.0
2021-12-14,41.0,58.0
2021-12-14,42.0,52.0
2021-12-11,47.0,51.0
2021-12-12,40.0,51.0
2021-12-09,41.0,53.0
2021-12-11,41.0,55.0
2021-12-11,46.0,51.0
2021-12-09,48.0,51.0
2021-12-09,41.0,57.0
2021-12-08,49.0,51.0
2021-12-08,41.0,53.0
2021-12-04,44.0,49.0
2021-12-09,48.13,48.22
2021-12-02,46.0,51.0
2021-12-07,49.0,47.0
2021-12-06,45.0,49.0
2021-12-06,42.0,56.0
2021-11-30,45.0,55.0
2021-12-03,47.0,47.0
2021-12-06,45.0,50.0
2021-12-02,48.0,51.0
2021-12-04,39.0,52.0
2021-12-03,47.0,49.0
2021-12-02,50.0,46.0
2021-12-03,47.0,49.0
2021-12-03,45.0,52.0
2021-11-30,42.0,51.0
2021-12-02,40.0,50.0
2021-12-03,48.0,46.0
2021-12-04,45.0,51.0
2021-12-05,37.0,45.0
2021-12-03,44.0,55.0
2021-12-01,42.0,56.0
2021-12-01,41.0,50.0
2021-12-01,43.0,43.0
2021-12-01,46.0,48.0
2021-11-27,44.0,49.0
2021-11-30,45.0,51.0
2021-12-01,45.83,48.65
2021-11-29,42.0,51.0
2021-11-01,39.0,54.0
2021-11-01,43.0,55.0
2021-11-29,43.0,52.0
2021-11-28,45.0,52.0
2021-11-28,43.0,56.0
2021-11-27,41.0,49.0
2021-11-29,46.0,48.0
2021-11-26,36.3,59.1
2021-11-24,46.0,49.0
2021-11-20,45.0,48.0
2021-11-22,42.0,47.0
2021-11-22,43.0,52.0
2021-11-21,41.0,58.0
2021-11-20,41.0,49.0
2021-11-16,41.0,57.0
2021-11-18,43.0,54.0
2021-11-18,47.0,53.0
2021-11-17,47.0,48.0
2021-11-19,44.0,53.0
2021-11-19,47.0,47.0
2021-11-20,44.0,52.0
2021-11-17,44.0,50.0
2021-11-13,44.0,49.0
2021-11-16,42.0,50.0
2021-11-17,43.0,52.0
2021-11-15,44.0,56.0
2021-11-16,44.0,45.0
2021-11-17,44.0,52.0
2021-11-12,45.0,52.0
2021-11-16,41.0,58.0
2021-11-17,44.49,49.06
2021-11-14,44.0,54.0
2021-11-15,41.0,53.0
2021-11-11,42.0,56.0
2021-11-01,42.0,55.0
2021-11-14,44.0,49.0
2021-11-12,43.0,50.0
2021-11-15,37.0,46.0
2021-11-11,36.0,53.0
2021-11-13,44.0,53.0
2021-11-11,41.0,57.0
2021-11-12,46.0,49.0
2021-11-11,45.0,52.0
2021-11-10,45.0,47.0
2021-11-06,44.0,48.0
2021-11-03,41.0,54.0
2021-11-01,49.0,51.0
2021-11-07,41.0,53.0
2021-11-08,41.0,58.0
2021-11-09,45.57,48.97
2021-11-08,40.0,55.0
2021-11-01,36.0,52.0
2021-11-06,42.0,48.0
2021-11-04,47.0,50.0
2021-11-04,42.0,50.0
2021-11-04,42.0,51.0
2021-11-05,49.0,45.0
2021-11-04,44.0,50.0
2021-11-05,46.0,51.0
2021-11-05,45.0,54.0
2021-11-05,46.0,49.0
2021-11-03,42.0,57.0
2021-11-03,46.0,50.0
2021-10-30,44.0,48.0
2021-11-03,37.8,59.0
2021-11-01,48.0,52.0
2021-11-03,41.3,50.4
2021-11-03,48.13,46.52
2021-10-31,44.0,55.0
2021-10-30,41.0,50.0
2021-10-29,47.0,47.0
2021-10-01,43.0,50.0
2021-10-01,44.0,52.0
2021-10-31,40.0,44.0
2021-10-28,46.0,49.0
2021-10-23,45.0,48.0
2021-10-27,40.0,45.0
2021-10-27,43.0,52.0
2021-10-26,47.0,48.0
2021-10-26,42.0,57.0
2021-10-27,44.11,51.38
2021-10-25,43.0,53.0
2021-10-20,45.0,52.0
2021-10-23,42.0,54.0
2021-10-24,43.0,49.0
2021-10-21,48.0,51.0
2021-10-22,43.0,53.0
2021-10-21,41.0,57.0
2021-10-22,46.0,51.0
2021-10-22,43.0,54.0
2021-10-21,53.0,45.0
2021-10-21,43.0,53.0
2021-10-23,49.0,47.0
2021-10-17,52.1,44.9
2021-10-20,42.0,47.0
2021-10-18,44.0,49.0
2021-10-16,45.0,47.0
2021-10-16,45.3,52.2
2021-10-19,44.0,49.0
2021-10-19,39.2,58.4
2021-10-20,45.72,48.04
2021-10-18,47.0,47.0
2021-10-17,47.0,47.0
2021-10-18,42.0,56.0
2021-10-01,42.0,52.0
2021-10-16,46.0,53.0
2021-10-15,47.0,51.0
2021-10-16,44.0,46.0
2021-10-07,48.0,50.0
2021-10-12,46.0,50.0
2021-10-14,45.0,54.0
2021-10-16,45.0,52.0
2021-10-15,37.0,52.0
2021-10-14,49.0,45.0
2021-10-17,43.0,39.0
2021-10-14,41.0,52.0
2021-10-13,37.0,50.0
2021-10-13,42.0,56.0
2021-10-14,47.0,48.0
2021-10-12,48.0,47.0
2021-10-09,46.0,47.0
2021-10-12,40.0,56.0
2021-10-13,46.08,48.08
2021-10-11,43.0,47.0
2021-10-11,48.0,47.0
2021-10-09,47.0,48.0
2021-10-08,47.0,48.0
2021-10-08,46.0,49.0
2021-10-10,43.0,56.0
2021-10-09,39.0,50.0
2021-10-07,46.0,51.0
2021-10-07,50.0,49.0
2021-10-08,46.0,51.0
2021-10-08,45.0,53.0
2021-10-06,47.0,50.0
2021-10-02,46.0,47.0
2021-10-06,49.0,46.0
2021-10-06,50.0,50.0
2021-10-05,43.0,56.0
2021-10-06,48.35,46.8
2021-10-03,39.0,53.0
2021-10-04,39.6,56.0
2021-10-05,45.0,37.0
2021-10-03,42.0,47.0
2021-10-01,46.0,49.0
2021-10-01,42.0,50.0
2021-10-02,45.0,52.0
2021-10-01,45.0,49.0
2021-10-01,38.0,53.0
2021-09-30,43.0,55.0
2021-09-29,44.0,40.0
2021-09-30,46.0,47.0
2021-09-25,45.0,47.0
2021-09-01,40.0,53.0
2021-09-01,46.0,52.0
2021-09-29,46.0,48.0
2021-09-29,45.77,49.92
2021-09-16,52.0,48.0
2021-09-27,48.0,46.0
2021-09-27,49.0,46.0
2021-09-27,42.0,56.0
2021-09-27,48.0,43.0
2021-09-26,40.0,49.0
2021-09-23,50.0,49.0
2021-09-23,46.0,51.0
2021-09-24,48.0,46.0
2021-09-24,46.0,52.0
2021-09-20,45.0,46.0
2021-09-22,40.0,58.0
2021-09-23,47.0,49.0
